,molecule_chembl_id,canonical_smiles,standard_value,standard_units,target_chembl_id,target_organism,MW,LogP,HBA,HBD,RotatableBonds,violations,uM,pMIC_ug/mL-1,pMIC_uM,NEW_SMILES,ROMol,logP,TPSA,CSP3,NumRings,HetAtoms,RotBonds,Molecule,QED,SA,Dataset
223,CHEMBL1210057,NC(=S)N/N=C/c1nc2ccc(I)cc2c(=O)n1-c1ccccc1,12.5,ug.mL-1,CHEMBL612648,Fusarium oxysporum,448.98072900399995,2.1574,5,2,3.0,0.0,27.822479227737,-1.0969100130080565,-1.4443958268404902,NC(=S)N/N=C/c1nc2ccc(I)cc2c(=O)n1-c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a24137be5e0>,2.1574,85.30000000000001,0.0,3,8,3,<rdkit.Chem.rdchem.Mol object at 0x7a2419d99a10>,0.27722966496041285,2.5304513560262176,Fusarium oxysporum
224,CHEMBL1210058,NC(=S)N/N=C/c1nc2ccc(I)cc2c(=O)n1-c1ccc(F)cc1,12.5,ug.mL-1,CHEMBL612648,Fusarium oxysporum,466.971307192,2.2965,5,2,3.0,0.0,26.751300648237507,-1.0969100130080565,-1.4273449022682891,NC(=S)N/N=C/c1nc2ccc(I)cc2c(=O)n1-c1ccc(F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a24137be650>,2.2965,85.30000000000001,0.0,3,9,3,<rdkit.Chem.rdchem.Mol object at 0x7a2419d99af0>,0.26744947155773263,2.589449258154664,Fusarium oxysporum
225,CHEMBL1210059,CNC(=S)N/N=C/c1nc2ccc(I)cc2c(=O)n1-c1ccccc1,6.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,462.99637906799995,2.418100000000001,5,2,3.0,0.0,12.950460173018143,-0.7781512503836436,-1.1122852006220412,CNC(=S)N/N=C/c1nc2ccc(I)cc2c(=O)n1-c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a24137be6c0>,2.418100000000001,71.31,0.058823529411764705,3,8,3,<rdkit.Chem.rdchem.Mol object at 0x7a2419d99c40>,0.2703995205208778,2.567870737801776,Fusarium oxysporum
229,CHEMBL1242088,N#C/C(C(=O)Nc1nc2ccccc2s1)=C1/SC=C(c2ccccc2)N1c1ccccc1,100.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,452.076553132,6.221980000000005,6,1,4.0,1.0,220.96322288118358,-2.0,-2.3443199957263476,N#C/C(C(=O)Nc1nc2ccccc2s1)=C1/SC=C(c2ccccc2)N1c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a24137be730>,6.221980000000005,69.02,0.0,5,7,4,<rdkit.Chem.rdchem.Mol object at 0x7a2419d99d20>,0.29392799110029844,2.5686543774204864,Fusarium oxysporum
230,CHEMBL1242089,N#C/C(C(=O)Nc1nc2ccccc2s1)=C1\SCC(=O)N1c1ccccc1,100.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,392.040167624,3.7499800000000016,6,1,3.0,0.0,254.79979106417122,-2.0,-2.4061990675419835,N#C/C(C(=O)Nc1nc2ccccc2s1)=C1\SCC(=O)N1c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a24137be7a0>,3.7499800000000016,86.08999999999999,0.05263157894736842,4,8,3,<rdkit.Chem.rdchem.Mol object at 0x7a2419d99e00>,0.5418740013510299,2.518222411542162,Fusarium oxysporum
231,CHEMBL1240660,O=C1CSC(CC(=O)Nc2nc3ccccc3s2)=N1,100.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,291.01361852800005,2.2968,5,1,3.0,0.0,343.2215460757764,-2.0,-2.535574543302839,O=C1CSC(CC(=O)Nc2nc3ccccc3s2)=N1,<rdkit.Chem.rdchem.Mol object at 0x7a24137be810>,2.2968,71.42,0.16666666666666666,3,7,3,<rdkit.Chem.rdchem.Mol object at 0x7a2419d99ee0>,0.9415386321723007,2.525871880587454,Fusarium oxysporum
232,CHEMBL1242174,Nc1c(C(=O)Nc2nc3ccccc3s2)sc(=S)n1-c1ccccc1,12.5,ug.mL-1,CHEMBL612648,Fusarium oxysporum,384.01732400400005,4.7124900000000025,7,2,3.0,0.0,32.50882289453357,-1.0969100130080565,-1.5120012444987803,Nc1c(C(=O)Nc2nc3ccccc3s2)sc(=S)n1-c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a24137be880>,4.7124900000000025,72.94,0.0,4,8,3,<rdkit.Chem.rdchem.Mol object at 0x7a2419d99fc0>,0.5017119887616914,2.281962774638181,Fusarium oxysporum
233,CHEMBL1242175,Nc1sc2c(c1C(=O)Nc1nc3ccccc3s1)CCCC2,100.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,329.0656541,4.071100000000002,5,2,2.0,0.0,303.5361966914553,-2.0,-2.4822104881164444,Nc1sc2c(c1C(=O)Nc1nc3ccccc3s1)CCCC2,<rdkit.Chem.rdchem.Mol object at 0x7a24137be8f0>,4.071100000000002,68.01,0.25,4,6,2,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9a0a0>,0.7444306526472706,2.2530918668021425,Fusarium oxysporum
234,CHEMBL1242264,Nc1c(C(=O)c2ccccc2)sc(Nc2ccccc2)c1C(=O)Nc1nc2ccccc2s1,100.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,470.087117816,6.166900000000003,7,3,6.0,1.0,212.5041703943439,-2.0,-2.3273674574991707,Nc1c(C(=O)c2ccccc2)sc(Nc2ccccc2)c1C(=O)Nc1nc2ccccc2s1,<rdkit.Chem.rdchem.Mol object at 0x7a24137be960>,6.166900000000003,97.11,0.0,5,8,6,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9a180>,0.2580174067739453,2.326138160782735,Fusarium oxysporum
235,CHEMBL1242265,CCOC(=O)c1sc(Nc2ccccc2)c(C(=O)Nc2nc3ccccc3s2)c1N,100.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,438.0820324360001,5.112600000000002,8,3,6.0,1.0,228.03249006918497,-2.0,-2.3579967296868625,CCOC(=O)c1sc(Nc2ccccc2)c(C(=O)Nc2nc3ccccc3s2)c1N,<rdkit.Chem.rdchem.Mol object at 0x7a24137be9d0>,5.112600000000002,106.33999999999999,0.09523809523809523,4,9,6,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9a260>,0.3611547841302193,2.336325374419765,Fusarium oxysporum
236,CHEMBL1242353,Nc1[nH]nc(-c2cn(-c3ccccc3)nc2-c2ccccc2)c1C(=O)Nc1nc2ccccc2s1,50.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,477.137179228,5.373600000000002,7,3,5.0,1.0,104.70042068629027,-1.6989700043360187,-2.0199484266775762,Nc1[nH]nc(-c2cn(-c3ccccc3)nc2-c2ccccc2)c1C(=O)Nc1nc2ccccc2s1,<rdkit.Chem.rdchem.Mol object at 0x7a24137bea40>,5.373600000000002,114.51,0.0,6,9,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d99bd0>,0.30864941755101283,2.566165892513002,Fusarium oxysporum
237,CHEMBL1242354,Cc1cc(C)c2c(n1)[nH]n1c(=N)c(C(=O)Nc3nc4ccccc4s3)nnc21,25.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,390.10112806800004,2.56391,8,3,2.0,0.0,64.03163675108595,-1.3979400086720377,-1.8063946032278815,Cc1cc(C)c2c(n1)[nH]n1c(=N)c(C(=O)Nc3nc4ccccc4s3)nnc21,<rdkit.Chem.rdchem.Mol object at 0x7a24137beab0>,2.56391,124.71000000000001,0.1111111111111111,5,10,2,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9a3b0>,0.42716311497378817,3.0482858138934326,Fusarium oxysporum
238,CHEMBL1242446,Cc1cc(O)n2nc(Nc3ccccc3)c(C(=O)Nc3nc4ccccc4s3)c2n1,100.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,416.10554475200007,4.3489200000000015,8,3,4.0,0.0,240.1156396920756,-2.0,-2.380420448315085,Cc1cc(O)n2nc(Nc3ccccc3)c(C(=O)Nc3nc4ccccc4s3)c2n1,<rdkit.Chem.rdchem.Mol object at 0x7a24137beb20>,4.3489200000000015,104.44,0.047619047619047616,5,9,4,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9a490>,0.4023581630844112,2.600079337777979,Fusarium oxysporum
239,CHEMBL1242447,O=C(Nc1nc2ccccc2s1)c1c(Nc2ccccc2)nn2c(-c3cccs3)ccnc12,6.25,ug.mL-1,CHEMBL612648,Fusarium oxysporum,468.08270113200007,6.063400000000004,8,2,5.0,1.0,13.338540699622461,-0.7958800173440752,-1.125108318278531,O=C(Nc1nc2ccccc2s1)c1c(Nc2ccccc2)nn2c(-c3cccs3)ccnc12,<rdkit.Chem.rdchem.Mol object at 0x7a24137beb90>,6.063400000000004,84.21,0.0,6,9,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9a570>,0.3210956124166006,2.5913372777372103,Fusarium oxysporum
240,CHEMBL1242543,O=c1c2c(Nc3ccccc3)n[nH]c2ncn1-c1nc2ccccc2s1,50.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,360.079330004,3.4621000000000013,7,2,3.0,0.0,138.73396928984852,-1.6989700043360187,-2.1421828119664137,O=c1c2c(Nc3ccccc3)n[nH]c2ncn1-c1nc2ccccc2s1,<rdkit.Chem.rdchem.Mol object at 0x7a24137bec00>,3.4621000000000013,88.49,0.0,5,8,3,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9a650>,0.5143021805980947,2.596903015937187,Fusarium oxysporum
243,CHEMBL491531,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C(\C=O)CC=O,19.8,ug.mL-1,CHEMBL612648,Fusarium oxysporum,302.2245802,4.889600000000004,2,0,5.0,0.0,65.46363462034398,-1.2966651902615312,-1.8160001141974422,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C(\C=O)CC=O,<rdkit.Chem.rdchem.Mol object at 0x7a24137bec70>,4.889600000000004,34.14,0.7,2,2,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9a730>,0.41147429342782055,4.399551037487013,Fusarium oxysporum
244,CHEMBL1241560,CON(C)C(=O)C[C@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@]1(C)O,100.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,311.246043916,3.389900000000002,3,1,3.0,0.0,321.06233104094827,-2.0,-2.5065893545210014,CON(C)C(=O)C[C@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@]1(C)O,<rdkit.Chem.rdchem.Mol object at 0x7a24137bece0>,3.389900000000002,49.769999999999996,0.9444444444444444,2,4,3,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9a810>,0.8128408565900185,4.115613389715675,Fusarium oxysporum
245,CHEMBL1241561,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC(=O)N(C)OC,100.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,293.23547923200005,4.195100000000003,2,0,3.0,0.0,340.7723947098493,-2.0,-2.53246440619218,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC(=O)N(C)OC,<rdkit.Chem.rdchem.Mol object at 0x7a24137bed50>,4.195100000000003,29.540000000000003,0.8333333333333334,2,3,3,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9a8f0>,0.5764411739685443,3.9943555315016557,Fusarium oxysporum
246,CHEMBL1240902,C=C1CCC2C(C)(C)CCC[C@]2(C)[C@H]1CC=O,100.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,234.198365452,4.374200000000004,1,0,2.0,0.0,426.65210360819697,-2.0,-2.6300738912628794,C=C1CCC2C(C)(C)CCC[C@]2(C)[C@H]1CC=O,<rdkit.Chem.rdchem.Mol object at 0x7a24137bedc0>,4.374200000000004,17.07,0.8125,2,1,2,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9a9d0>,0.5118354792078642,3.9421115196658967,Fusarium oxysporum
247,CHEMBL1241562,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C(/CC(=O)OC)C(=O)OC,100.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,362.24570956799994,4.837800000000004,4,0,5.0,0.0,275.8544591873327,-2.0,-2.4406800087208014,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C(/CC(=O)OC)C(=O)OC,<rdkit.Chem.rdchem.Mol object at 0x7a24137bee30>,4.837800000000004,52.60000000000001,0.7272727272727273,2,4,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9aab0>,0.39892023670189997,4.061545741192488,Fusarium oxysporum
248,CHEMBL110017,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C(\CO)CCO,100.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,306.255880328,4.476400000000005,2,2,5.0,0.0,326.27491924695744,-2.0,-2.5135836908541074,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C(\CO)CCO,<rdkit.Chem.rdchem.Mol object at 0x7a24137beea0>,4.476400000000005,40.46,0.8,2,2,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9ab90>,0.7353973526692718,4.205411806717781,Fusarium oxysporum
249,CHEMBL1241655,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C(/CC(=O)O)C(=O)O,100.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,334.21440943999994,4.661000000000002,2,2,5.0,0.0,298.99299160427677,-2.0,-2.47566100858108,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C/C=C(/CC(=O)O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7a24137bef10>,4.661000000000002,74.6,0.7,2,4,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9ac70>,0.566171096346847,4.061167551597966,Fusarium oxysporum
250,CHEMBL562,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,6.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,352.071365944,2.8103000000000007,6,0,3.0,0.0,17.008249000765367,-0.7781512503836436,-1.230659605296978,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,<rdkit.Chem.rdchem.Mol object at 0x7a24137bef80>,2.8103000000000007,71.06,0.4117647058823529,3,7,3,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9ad50>,0.8326610784751867,4.187037257183939,Fusarium oxysporum
251,CHEMBL1242337,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)NN1C(=O)CSC1c1cccc([N+](=O)[O-])c1,8.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,442.06955316799997,2.1580999999999992,9,1,6.0,0.0,18.082651278330424,-0.9030899869919435,-1.2572621070648438,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)NN1C(=O)CSC1c1cccc([N+](=O)[O-])c1,<rdkit.Chem.rdchem.Mol object at 0x7a24137beff0>,2.1580999999999992,153.51000000000002,0.16666666666666666,4,13,6,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9ae30>,0.44992412425203926,3.259913405821491,Fusarium oxysporum
252,CHEMBL1242336,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)NN1C(=O)CSC1c1ccccc1[N+](=O)[O-],9.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,442.06955316799997,2.1580999999999992,9,1,6.0,0.0,20.342982688121726,-0.9542425094393249,-1.308414629512225,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)NN1C(=O)CSC1c1ccccc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7a24137bf060>,2.1580999999999992,153.51000000000002,0.16666666666666666,4,13,6,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9af10>,0.44992412425203926,3.2784035914978826,Fusarium oxysporum
253,CHEMBL1241816,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)N/N=C/c1ccccc1[N+](=O)[O-],11.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,368.08691748399997,2.0029999999999997,8,1,6.0,0.0,29.86622645658943,-1.041392685158225,-1.4751803537521828,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)N/N=C/c1ccccc1[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x7a24137bf0d0>,2.0029999999999997,145.56,0.0625,3,11,6,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9aff0>,0.39989693673812016,2.4605567310687917,Fusarium oxysporum
254,CHEMBL1241817,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)N/N=C/c1cccc([N+](=O)[O-])c1,11.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,368.08691748399997,2.0029999999999997,8,1,6.0,0.0,29.86622645658943,-1.041392685158225,-1.4751803537521828,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)N/N=C/c1cccc([N+](=O)[O-])c1,<rdkit.Chem.rdchem.Mol object at 0x7a24137bf140>,2.0029999999999997,145.56,0.0625,3,11,6,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9b0d0>,0.39989693673812016,2.4425658403805315,Fusarium oxysporum
255,CHEMBL1242157,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)NN1C(=O)CSC1c1ccccc1Cl,11.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,431.045502608,2.9033000000000007,7,1,5.0,0.0,25.471158544068572,-1.041392685158225,-1.4060486990999752,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)NN1C(=O)CSC1c1ccccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7a24137bf1b0>,2.9033000000000007,110.37,0.16666666666666666,4,11,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9b1b0>,0.49090019428937326,3.170971744785799,Fusarium oxysporum
256,CHEMBL1242158,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)NN1C(=O)CSC1c1ccc(Cl)cc1,11.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,431.045502608,2.9033000000000007,7,1,5.0,0.0,25.471158544068572,-1.041392685158225,-1.4060486990999752,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)NN1C(=O)CSC1c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a24137bf220>,2.9033000000000007,110.37,0.16666666666666666,4,11,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9b290>,0.49090019428937326,3.1380347841854253,Fusarium oxysporum
257,CHEMBL1241630,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)N/N=C/c1ccccc1Cl,13.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,357.062866924,2.7482000000000006,6,1,5.0,0.0,36.33751401090684,-1.1139433523068367,-1.5603552122324464,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)N/N=C/c1ccccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7a24137bf290>,2.7482000000000006,102.42,0.0625,3,9,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9b370>,0.43050187216053265,2.347685689047715,Fusarium oxysporum
258,CHEMBL1241631,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)N/N=C/c1ccc(Cl)cc1,13.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,357.062866924,2.7482000000000006,6,1,5.0,0.0,36.33751401090684,-1.1139433523068367,-1.5603552122324464,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)N/N=C/c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a24137bf300>,2.7482000000000006,102.42,0.0625,3,9,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9b450>,0.43050187216053265,2.2938534030238795,Fusarium oxysporum
259,CHEMBL1242250,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)NN1C(=O)CSC1c1ccccc1Br,13.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,474.994987028,3.0124000000000013,7,1,5.0,0.0,27.293034817514563,-1.1139433523068367,-1.4360518292287257,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)NN1C(=O)CSC1c1ccccc1Br,<rdkit.Chem.rdchem.Mol object at 0x7a24137bf370>,3.0124000000000013,110.37,0.16666666666666666,4,11,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9b530>,0.4479806376071144,3.248952607825199,Fusarium oxysporum
260,CHEMBL1242251,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)NN1C(=O)CSC1c1cccc(Br)c1,13.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,474.994987028,3.0124000000000013,7,1,5.0,0.0,27.293034817514563,-1.1139433523068367,-1.4360518292287257,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)NN1C(=O)CSC1c1cccc(Br)c1,<rdkit.Chem.rdchem.Mol object at 0x7a24137bf3e0>,3.0124000000000013,110.37,0.16666666666666666,4,11,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9b610>,0.4479806376071144,3.222396697881484,Fusarium oxysporum
261,CHEMBL1241538,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)N/N=C/c1ccccc1O,15.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,339.096753896,1.8003999999999998,7,2,5.0,0.0,44.207231713678595,-1.1760912590556813,-1.6454933199473618,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)N/N=C/c1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x7a24137bf450>,1.8003999999999998,122.65,0.0625,3,9,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9b6f0>,0.41672164849046506,2.414515808224314,Fusarium oxysporum
262,CHEMBL1241729,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)N/N=C/c1ccccc1Br,15.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,401.01235134399997,2.8573000000000004,6,1,5.0,0.0,37.29413636725276,-1.1760912590556813,-1.5716405545023122,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)N/N=C/c1ccccc1Br,<rdkit.Chem.rdchem.Mol object at 0x7a24137bf4c0>,2.8573000000000004,102.42,0.0625,3,9,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9b7d0>,0.4027892457535277,2.418363478863533,Fusarium oxysporum
263,CHEMBL1241730,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)N/N=C/c1cccc(Br)c1,15.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,401.01235134399997,2.8573000000000004,6,1,5.0,0.0,37.29413636725276,-1.1760912590556813,-1.5716405545023122,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)N/N=C/c1cccc(Br)c1,<rdkit.Chem.rdchem.Mol object at 0x7a24137bf530>,2.8573000000000004,102.42,0.0625,3,9,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9b8b0>,0.4027892457535277,2.391408332601344,Fusarium oxysporum
264,CHEMBL1242073,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)NN1C(=O)CSC1c1ccccc1,15.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,397.08447496,2.2499000000000002,7,1,5.0,0.0,37.74382511021196,-1.1760912590556813,-1.576845911199271,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)NN1C(=O)CSC1c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a24137bf5a0>,2.2499000000000002,110.37,0.16666666666666666,4,10,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9b990>,0.5222223694209087,3.0889727309666366,Fusarium oxysporum
265,CHEMBL1242074,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)NN1C(=O)CSC1c1ccccc1O,15.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,413.07938958,1.9554999999999993,8,2,5.0,0.0,36.28315373172235,-1.1760912590556813,-1.5597050289050858,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)NN1C(=O)CSC1c1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x7a24137bf610>,1.9554999999999993,130.6,0.16666666666666666,4,11,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9ba70>,0.48278864264265037,3.2222920074499655,Fusarium oxysporum
266,CHEMBL1242430,COc1ccc(C2SCC(=O)N2NC(=O)Cn2ncc3cc([N+](=O)[O-])ccc32)cc1,15.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,427.095039644,2.2584999999999997,8,1,6.0,0.0,35.09248038330345,-1.1760912590556813,-1.5452140658133326,COc1ccc(C2SCC(=O)N2NC(=O)Cn2ncc3cc([N+](=O)[O-])ccc32)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a24137bf680>,2.2584999999999997,119.60000000000002,0.21052631578947367,4,11,6,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9bb50>,0.4732147564484448,3.1156636194946525,Fusarium oxysporum
267,CHEMBL1241537,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)N/N=C/c1ccccc1,17.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,323.101839276,2.0947999999999998,6,1,5.0,0.0,52.580788835552035,-1.2304489213782739,-1.7208270972583157,O=C(Cn1ncc2cc([N+](=O)[O-])ccc21)N/N=C/c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7a24137bf6f0>,2.0947999999999998,102.42,0.0625,3,8,5,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9bc30>,0.4409692614346776,2.240069593287677,Fusarium oxysporum
268,CHEMBL1242429,COc1ccccc1C1SCC(=O)N1NC(=O)Cn1ncc2cc([N+](=O)[O-])ccc21,17.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,427.09503964400005,2.2584999999999997,8,1,6.0,0.0,39.77147776774392,-1.2304489213782739,-1.5995717281359254,COc1ccccc1C1SCC(=O)N1NC(=O)Cn1ncc2cc([N+](=O)[O-])ccc21,<rdkit.Chem.rdchem.Mol object at 0x7a24137bf760>,2.2584999999999997,119.60000000000002,0.21052631578947367,4,11,6,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9bd10>,0.4732147564484448,3.148620723567051,Fusarium oxysporum
269,CHEMBL1241903,COc1ccc(/C=N/NC(=O)Cn2ncc3cc([N+](=O)[O-])ccc32)cc1,18.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,353.11240396,2.1033999999999997,7,1,6.0,0.0,50.94272339799284,-1.255272505103306,-1.7070821586312215,COc1ccc(/C=N/NC(=O)Cn2ncc3cc([N+](=O)[O-])ccc32)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a24137bf7d0>,2.1033999999999997,111.65,0.11764705882352941,3,9,6,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9bdf0>,0.4142711345928897,2.2750215892557595,Fusarium oxysporum
270,CHEMBL1242524,CN(C)c1ccc(C2SCC(=O)N2NC(=O)Cn2ncc3cc([N+](=O)[O-])ccc32)cc1,18.0,ug.mL-1,CHEMBL612648,Fusarium oxysporum,440.12667411999996,2.315899999999999,8,1,6.0,0.0,40.864047583913184,-1.255272505103306,-1.6113413812954123,CN(C)c1ccc(C2SCC(=O)N2NC(=O)Cn2ncc3cc([N+](=O)[O-])ccc32)cc1,<rdkit.Chem.rdchem.Mol object at 0x7a24137bf840>,2.315899999999999,113.61000000000001,0.25,4,11,6,<rdkit.Chem.rdchem.Mol object at 0x7a2419d9bed0>,0.4621396630256183,3.233651867359952,Fusarium oxysporum
